target_name,target_accession,tlen,query_name,query_accession,query_len,full_evalue,full_score,full_bias,domain_num,domain_total,domain_c_evalue,domain_i_evalue,domain_score,domain_bias,hmm_coord_from,hmm_coord_to,ali_coord_from,ali_coord_to,env_coord_from,env_coord_to,accuracy,description,full_query_name
Biotin_lipoyl_2,PF13533.2,50,Transcript_55,-,1181,1.4e-08,34.3,2.1,2,2,8.5e-06,0.011,15.4,0.2,4,36,3420,3516,3408,3525,0.93,Biotin-lipoyl like,Transcript_55.p1
Dala_Dala_lig_C,PF07478.9,204,Transcript_55,-,1181,2e-07,30.6,0.0,1,1,3e-10,4e-07,29.6,0.0,29,174,498,936,471,939,0.86,D-ala D-ala ligase C-terminus,Transcript_55.p1
ATP-grasp,PF02222.18,171,Transcript_55,-,1181,5.4e-07,29.2,0.0,1,1,8.1e-10,1.1e-06,28.2,0.0,13,159,474,939,432,951,0.88,ATP-grasp domain,Transcript_55.p1
ATP-grasp_3,PF02655.10,161,Transcript_55,-,1181,9.6e-06,25.6,0.0,1,1,1.9e-08,2.6e-05,24.2,0.0,26,159,495,945,399,951,0.69,ATP-grasp domain,Transcript_55.p1
HSP90,PF00183.14,522,Transcript_56,-,706,8.3e-226,750.7,32.7,1,1,2.1e-229,1.1e-225,750.2,32.7,0,516,546,2091,546,2112,0.96,Hsp90 protein,Transcript_56.p1
HATPase_c,PF02518.22,106,Transcript_56,-,706,3.7e-17,62.4,0.0,1,1,1.3e-20,6.8e-17,61.6,0.0,1,104,75,534,72,540,0.77,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Transcript_56.p1
HATPase_c_3,PF13589.2,137,Transcript_56,-,706,9e-10,38.4,0.0,1,1,4.9e-13,2.7e-09,36.8,0.0,0,99,69,435,69,486,0.84,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Transcript_56.p1
SH3_1,PF00018.24,48,Transcript_57,-,1178,1.5e-38,130.0,5.4,1,4,1.3e-10,5.3e-07,29.0,0.1,0,38,24,141,24,186,0.89,SH3 domain,Transcript_57.p1
SH3_1,PF00018.24,48,Transcript_57,-,1178,1.5e-38,130.0,5.4,2,4,2.5e-16,9.9e-13,47.3,0.1,0,47,222,369,222,372,0.98,SH3 domain,Transcript_57.p1
SH3_1,PF00018.24,48,Transcript_57,-,1178,1.5e-38,130.0,5.4,3,4,6.9e-18,2.8e-14,52.3,0.1,0,48,1074,1221,1074,1221,0.97,SH3 domain,Transcript_57.p1
SH3_1,PF00018.24,48,Transcript_57,-,1178,1.5e-38,130.0,5.4,4,4,0.091,370.0,0.7,0.0,13,29,2094,2142,2076,2148,0.85,SH3 domain,Transcript_57.p1
SHD1,PF03983.8,67,Transcript_57,-,1178,1.1e-31,108.3,0.0,1,1,5.8e-35,2.4e-31,107.2,0.0,1,66,1464,1659,1461,1662,0.97,"SLA1 homology domain 1, SHD1",Transcript_57.p1
SH3_9,PF14604.2,49,Transcript_57,-,1178,2.3e-31,107.2,5.0,1,4,9.9e-15,4e-11,42.4,0.2,0,49,27,198,27,198,0.88,Variant SH3 domain,Transcript_57.p1
SH3_9,PF14604.2,49,Transcript_57,-,1178,2.3e-31,107.2,5.0,2,4,1.9e-09,7.6e-06,25.6,0.2,0,49,225,384,225,384,0.91,Variant SH3 domain,Transcript_57.p1
SH3_9,PF14604.2,49,Transcript_57,-,1178,2.3e-31,107.2,5.0,3,4,1.9e-13,7.7e-10,38.3,0.0,1,49,1080,1233,1077,1233,0.94,Variant SH3 domain,Transcript_57.p1
SH3_9,PF14604.2,49,Transcript_57,-,1178,2.3e-31,107.2,5.0,4,4,0.38,1600.0,-1.1,0.0,12,25,2094,2133,2091,2148,0.83,Variant SH3 domain,Transcript_57.p1
SH3_2,PF07653.13,55,Transcript_57,-,1178,5.1e-25,86.8,0.0,1,4,1.4e-09,5.7e-06,25.8,0.0,1,54,21,201,18,204,0.85,Variant SH3 domain,Transcript_57.p1
SH3_2,PF07653.13,55,Transcript_57,-,1178,5.1e-25,86.8,0.0,2,4,1e-08,4.2e-05,23.0,0.0,1,54,219,387,216,390,0.85,Variant SH3 domain,Transcript_57.p1
SH3_2,PF07653.13,55,Transcript_57,-,1178,5.1e-25,86.8,0.0,3,4,2.9e-10,1.2e-06,28.0,0.0,2,55,1074,1239,1068,1239,0.91,Variant SH3 domain,Transcript_57.p1
SH3_2,PF07653.13,55,Transcript_57,-,1178,5.1e-25,86.8,0.0,4,4,0.0066,27.0,4.4,0.0,6,27,2067,2130,2043,2175,0.79,Variant SH3 domain,Transcript_57.p1
Rsc14,PF08586.6,99,Transcript_57,-,181,8.4e-38,129.0,0.7,1,2,8e-42,1.3e-37,128.4,0.4,0,99,18,318,18,318,0.96,"RSC complex, Rsc14/Ldb7 subunit",Transcript_57.p2
Rsc14,PF08586.6,99,Transcript_57,-,181,8.4e-38,129.0,0.7,2,2,0.9,15000.0,-3.3,0.0,44,53,435,459,357,480,0.59,"RSC complex, Rsc14/Ldb7 subunit",Transcript_57.p2
Hyphal_reg_CWP,PF11765.4,327,Transcript_58,-,186,4.8e-06,25.6,0.5,1,1,3e-10,4.8e-06,25.6,0.5,10,122,210,534,192,555,0.84,Hyphally regulated cell wall protein N-terminal,Transcript_58.p1
Pantoate_ligase,PF02569.11,266,Transcript_59,-,323,4.4e-93,311.2,0.0,1,1,3.1e-97,5e-93,311.0,0.0,0,266,42,963,42,963,0.87,Pantoate-beta-alanine ligase,Transcript_59.p1
ABC_tran,PF00005.23,137,Transcript_60,-,931,8.4e-49,165.5,0.1,1,2,2.2e-19,6e-16,59.1,0.0,0,136,180,585,180,588,0.86,ABC transporter,Transcript_60.p1
ABC_tran,PF00005.23,137,Transcript_60,-,931,8.4e-49,165.5,0.1,2,2,4.2e-33,1.1e-29,103.5,0.1,0,137,2109,2559,2109,2559,0.89,ABC transporter,Transcript_60.p1
ABC_membrane,PF00664.19,274,Transcript_60,-,931,2.3e-46,158.5,18.7,1,1,1.1e-49,3e-46,158.1,18.7,1,273,1098,1911,1095,1914,0.98,ABC transporter transmembrane region,Transcript_60.p1
SMC_N,PF02463.15,220,Transcript_60,-,931,5.8e-10,38.8,5.4,1,3,0.00096,2.6,7.3,0.1,23,44,210,273,168,315,0.82,RecF/RecN/SMC N terminal domain,Transcript_60.p1
SMC_N,PF02463.15,220,Transcript_60,-,931,5.8e-10,38.8,5.4,2,3,0.0096,26.0,4.0,0.0,135,179,498,618,345,639,0.8,RecF/RecN/SMC N terminal domain,Transcript_60.p1
SMC_N,PF02463.15,220,Transcript_60,-,931,5.8e-10,38.8,5.4,3,3,5e-08,0.00013,21.3,1.2,134,210,2385,2682,2106,2700,0.61,RecF/RecN/SMC N terminal domain,Transcript_60.p1
AAA_25,PF13481.2,194,Transcript_60,-,931,1.3e-06,28.1,0.2,1,2,2.9e-05,0.079,12.4,0.3,31,78,207,336,171,339,0.88,AAA domain,Transcript_60.p1
AAA_25,PF13481.2,194,Transcript_60,-,931,1.3e-06,28.1,0.2,2,2,2.2e-05,0.059,12.9,0.0,11,54,2064,2205,2031,2238,0.83,AAA domain,Transcript_60.p1
AAA_23,PF13476.2,200,Transcript_60,-,931,2.1e-06,28.3,0.2,1,2,1.2e-06,0.0032,17.9,0.0,13,40,186,276,171,414,0.9,AAA domain,Transcript_60.p1
AAA_23,PF13476.2,200,Transcript_60,-,931,2.1e-06,28.3,0.2,2,2,0.0017,4.5,7.6,0.0,22,38,2151,2199,2097,2295,0.84,AAA domain,Transcript_60.p1
AAA_21,PF13304.2,303,Transcript_60,-,931,6.3e-06,26.4,2.2,1,3,0.00034,0.92,9.5,0.1,0,20,216,276,216,306,0.9,"AAA domain, putative AbiEii toxin, Type IV TA system",Transcript_60.p1
AAA_21,PF13304.2,303,Transcript_60,-,931,6.3e-06,26.4,2.2,2,3,0.035,94.0,2.9,0.0,206,280,498,624,324,678,0.71,"AAA domain, putative AbiEii toxin, Type IV TA system",Transcript_60.p1
AAA_21,PF13304.2,303,Transcript_60,-,931,6.3e-06,26.4,2.2,3,3,0.00063,1.7,8.6,0.2,2,38,2151,2253,2148,2595,0.69,"AAA domain, putative AbiEii toxin, Type IV TA system",Transcript_60.p1
Ribophorin_I,PF04597.10,440,Transcript_61,-,491,4.6e-130,434.6,2.6,1,1,3.3e-134,5.3e-130,434.4,2.6,0,439,132,1443,132,1446,0.94,Ribophorin I,Transcript_61.p1
COX16,PF14138.2,79,Transcript_61,-,119,7.9e-30,103.1,0.1,1,1,7.6e-34,1.2e-29,102.5,0.1,0,78,102,333,102,336,0.98,Cytochrome c oxidase assembly protein COX16,Transcript_61.p2
rve,PF00665.22,119,Transcript_62,-,780,8.9e-17,61.3,0.1,1,1,2.7e-20,2.2e-16,60.0,0.1,2,118,702,1059,696,1062,0.86,Integrase core domain,Transcript_62.p1
gag_pre-integrs,PF13976.2,67,Transcript_62,-,780,2.1e-07,30.5,0.3,1,1,8.1e-11,6.6e-07,29.0,0.3,11,67,462,651,414,651,0.79,GAG-pre-integrase domain,Transcript_62.p1
Macro_2,PF14519.2,280,Transcript_63,-,285,1e-165,549.8,0.0,1,1,7.1e-170,1.2e-165,549.6,0.0,0,279,0,846,0,849,0.99,Macro-like domain,Transcript_63.p1
MFS_1,PF07690.12,352,Transcript_63,-,268,6.7e-09,35.0,16.5,1,2,4.1e-13,6.7e-09,35.0,16.5,214,352,15,507,3,567,0.86,Major Facilitator Superfamily,Transcript_63.p2
MFS_1,PF07690.12,352,Transcript_63,-,268,6.7e-09,35.0,16.5,2,2,0.21,3400.0,-3.5,0.1,31,38,735,756,681,783,0.48,Major Facilitator Superfamily,Transcript_63.p2
Cpn60_TCP1,PF00118.20,491,Transcript_64,-,547,1.9e-159,531.3,0.6,1,1,1.3e-163,2.2e-159,531.1,0.6,0,490,84,1611,84,1614,0.96,TCP-1/cpn60 chaperonin family,Transcript_64.p1
ThiF,PF00899.17,244,Transcript_65,-,425,8.6e-50,169.2,0.0,1,1,1.5e-53,1.2e-49,168.8,0.0,11,243,333,1092,291,1095,0.91,ThiF family,Transcript_65.p1
ATG7_N,PF16420.1,301,Transcript_65,-,425,3.9e-12,46.3,0.0,1,2,9.2e-16,7.5e-12,45.4,0.0,221,300,0,255,0,258,0.81,Ubiquitin-like modifier-activating enzyme ATG7 N-terminus,Transcript_65.p1
ATG7_N,PF16420.1,301,Transcript_65,-,425,3.9e-12,46.3,0.0,2,2,0.81,6600.0,-3.7,0.0,179,208,660,744,612,774,0.59,Ubiquitin-like modifier-activating enzyme ATG7 N-terminus,Transcript_65.p1
DUF3808,PF10300.5,477,Transcript_67,-,730,2e-182,607.1,0.6,1,1,1.5e-186,2.4e-182,606.8,0.6,0,477,117,1899,117,1899,0.97,Protein of unknown function (DUF3808),Transcript_67.p1
NMT1,PF09084.7,216,Transcript_68,-,262,7.9e-49,166.4,0.0,1,1,6e-53,9.7e-49,166.1,0.0,65,216,0,477,0,477,0.98,NMT1/THI5 like,Transcript_68.p1
PSY3,PF16836.1,218,Transcript_69,-,99,3.4e-23,82.2,0.1,1,1,2.4e-27,3.9e-23,82.0,0.1,146,217,24,249,6,252,0.92,"Shu complex component Psy3, DNA-binding description",Transcript_69.p2
adh_short_C2,PF13561.2,241,Transcript_70,-,1579,1.7e-19,70.6,0.0,1,2,0.49,2000.0,-1.6,0.0,35,105,51,312,3,348,0.6,Enoyl-(Acyl carrier protein) reductase,Transcript_70.p1
adh_short_C2,PF13561.2,241,Transcript_70,-,1579,1.7e-19,70.6,0.0,2,2,2.1e-22,8.7e-19,68.3,0.0,2,236,1122,1845,1116,1866,0.9,Enoyl-(Acyl carrier protein) reductase,Transcript_70.p1
ketoacyl-synt,PF00109.22,253,Transcript_70,-,1579,2.8e-19,69.6,0.0,1,1,1.5e-22,6.3e-19,68.4,0.0,50,250,2619,3243,2556,3252,0.81,"Beta-ketoacyl synthase, N-terminal domain",Transcript_70.p1
ACPS,PF01648.16,114,Transcript_70,-,1579,1.3e-17,63.9,0.0,1,1,9.3e-21,3.8e-17,62.4,0.0,0,106,4374,4677,4374,4725,0.87,4'-phosphopantetheinyl transferase superfamily,Transcript_70.p1
Ketoacyl-synt_C,PF02801.18,118,Transcript_70,-,1579,4.9e-13,49.0,0.0,1,1,3.1e-16,1.3e-12,47.6,0.0,29,117,3636,3906,3552,3909,0.89,"Beta-ketoacyl synthase, C-terminal domain",Transcript_70.p1
TFIIA,PF03153.9,372,Transcript_72,-,287,2e-44,153.1,25.3,1,2,2.1e-24,3.4e-20,73.4,1.4,0,117,24,462,24,510,0.57,"Transcription factor IIA, alpha/beta subunit",Transcript_72.p1
TFIIA,PF03153.9,372,Transcript_72,-,287,2e-44,153.1,25.3,2,2,7.4e-28,1.2e-23,84.7,17.2,276,372,507,855,468,855,0.71,"Transcription factor IIA, alpha/beta subunit",Transcript_72.p1
XPA_C,PF05181.8,51,Transcript_73,-,376,4e-22,77.8,0.1,1,1,5.4e-26,8.8e-22,76.7,0.1,0,51,678,831,678,831,0.99,XPA protein C-terminus,Transcript_73.p1
Rot1,PF10681.5,209,Transcript_73,-,257,4.6e-98,326.7,0.4,1,1,3.3e-102,5.4e-98,326.5,0.4,0,209,90,759,90,759,0.95,"Chaperone for protein-folding within the ER, fungal",Transcript_73.p2
Adaptin_N,PF01602.16,526,Transcript_74,-,951,6.7e-122,407.6,11.6,1,1,2e-125,1.1e-121,406.9,11.6,5,516,3,1554,0,1611,0.97,Adaptin N terminal region,Transcript_74.p1
Coatomer_b_Cpla,PF14806.2,128,Transcript_74,-,951,1.2e-54,183.6,0.1,1,2,0.68,3700.0,-2.3,0.1,47,77,984,1077,957,1143,0.67,Coatomer beta subunit appendage platform,Transcript_74.p1
Coatomer_b_Cpla,PF14806.2,128,Transcript_74,-,951,1.2e-54,183.6,0.1,2,2,9.1e-58,4.9e-54,181.6,0.0,0,128,2415,2805,2415,2805,0.97,Coatomer beta subunit appendage platform,Transcript_74.p1
Coatamer_beta_C,PF07718.8,140,Transcript_74,-,951,1.9e-52,176.8,0.5,1,2,1.0,5600.0,-3.0,0.1,67,98,948,1041,936,1071,0.76,Coatomer beta C-terminal region,Transcript_74.p1
Coatamer_beta_C,PF07718.8,140,Transcript_74,-,951,1.9e-52,176.8,0.5,2,2,3.5e-56,1.9e-52,176.8,0.5,0,139,1980,2400,1980,2403,0.93,Coatomer beta C-terminal region,Transcript_74.p1
Clat_adaptor_s,PF01217.16,142,Transcript_76,-,190,9e-18,64.4,0.8,1,1,8.1e-22,1.3e-17,63.9,0.8,0,136,21,459,21,477,0.86,Clathrin adaptor complex small chain,Transcript_76.p1
DUF3441,PF11923.4,116,Transcript_76,-,156,3.4e-37,126.8,0.8,1,1,3e-41,4.9e-37,126.3,0.4,1,115,78,402,72,405,0.97,Domain of unknown function (DUF3441),Transcript_76.p2
His_Phos_2,PF00328.18,383,Transcript_77,-,468,2e-48,165.6,0.6,1,1,1.5e-52,2.4e-48,165.3,0.6,0,383,192,1197,192,1197,0.91,Histidine phosphatase superfamily (branch 2),Transcript_77.p1
DUF2413,PF10310.5,465,Transcript_77,-,154,3.8e-06,26.0,24.6,1,1,3.1e-10,5e-06,25.6,24.6,0,131,36,438,9,456,0.46,Protein of unknown function (DUF2413),Transcript_77.p2
SPT16,PF08644.7,150,Transcript_83,-,774,8.9e-48,162.2,0.2,1,2,3.0,16000.0,-4.3,0.3,101,112,693,726,645,756,0.53,FACT complex subunit (SPT16/CDC68),Transcript_83.p1
SPT16,PF08644.7,150,Transcript_83,-,774,8.9e-48,162.2,0.2,2,2,1.6e-51,8.9e-48,162.2,0.2,0,150,870,1335,870,1335,0.94,FACT complex subunit (SPT16/CDC68),Transcript_83.p1
Peptidase_M24,PF00557.20,209,Transcript_83,-,774,3e-26,92.3,0.0,1,1,8.8e-30,4.8e-26,91.6,0.0,64,207,33,480,0,483,0.88,Metallopeptidase family M24,Transcript_83.p1
Rtt106,PF08512.8,89,Transcript_83,-,774,3.7e-13,49.6,0.2,1,2,2.2,12000.0,-3.3,0.0,26,45,1446,1503,1428,1521,0.73,Histone chaperone Rttp106-like,Transcript_83.p1
Rtt106,PF08512.8,89,Transcript_83,-,774,3.7e-13,49.6,0.2,2,2,2.3e-16,1.3e-12,47.9,0.1,5,87,1731,1977,1716,1983,0.92,Histone chaperone Rttp106-like,Transcript_83.p1
SHMT,PF00464.15,399,Transcript_85,-,488,9.1e-212,702.7,0.0,1,1,1.3e-215,1.1e-211,702.5,0.0,1,399,105,1302,102,1302,1.0,Serine hydroxymethyltransferase,Transcript_85.p1
Aminotran_1_2,PF00155.17,363,Transcript_85,-,488,5.8e-08,32.2,0.0,1,1,1.4e-11,1.1e-07,31.2,0.0,61,354,342,1260,285,1272,0.76,Aminotransferase class I and II,Transcript_85.p1
Glyco_hydro_47,PF01532.16,458,Transcript_85,-,134,3.1e-22,79.0,0.1,1,1,2e-26,3.3e-22,78.9,0.1,340,457,33,393,3,396,0.81,Glycosyl hydrolase family 47,Transcript_85.p2
AA_permease,PF00324.17,479,Transcript_86,-,406,8.1e-100,334.5,20.8,1,1,1.1e-103,9e-100,334.4,20.8,109,477,9,1083,0,1089,0.97,Amino acid permease,Transcript_86.p1
AA_permease_2,PF13520.2,425,Transcript_86,-,406,1.4e-28,99.8,22.8,1,1,2.2e-32,1.8e-28,99.4,22.8,120,406,24,960,18,1044,0.76,Amino acid permease,Transcript_86.p1
AA_permease,PF00324.17,479,Transcript_87,-,635,2.1e-133,445.3,36.1,1,1,2.9e-137,2.4e-133,445.1,36.1,0,476,369,1767,369,1776,0.98,Amino acid permease,Transcript_87.p1
AA_permease_2,PF13520.2,425,Transcript_87,-,635,7.6e-30,103.9,35.4,1,1,1.2e-33,9.4e-30,103.6,35.4,2,407,363,1653,357,1731,0.75,Amino acid permease,Transcript_87.p1
AA_permease,PF00324.17,479,Transcript_88,-,664,1.3e-132,442.7,35.1,1,1,1.8e-136,1.5e-132,442.5,35.1,0,476,456,1854,456,1863,0.98,Amino acid permease,Transcript_88.p1
AA_permease_2,PF13520.2,425,Transcript_88,-,664,3.9e-30,104.9,34.6,1,1,6e-34,4.9e-30,104.6,34.6,3,407,453,1740,444,1818,0.75,Amino acid permease,Transcript_88.p1
rve,PF00665.22,119,Transcript_90,-,299,1.9e-14,53.8,0.0,1,1,2.3e-18,3.7e-14,52.8,0.0,10,117,0,318,0,324,0.94,Integrase core domain,Transcript_90.p1
Retrotrans_gag,PF03732.13,96,Transcript_90,-,291,3.8e-06,26.9,0.0,1,1,5.7e-10,9.2e-06,25.7,0.0,5,92,207,471,198,483,0.95,Retrotransposon gag protein,Transcript_90.p2
Peptidase_A2B,PF12384.4,177,Transcript_90,-,236,4.1e-95,316.2,2.3,1,2,1.2e-96,1e-92,308.4,1.4,30,177,0,441,0,441,1.0,Ty3 transposon peptidase,Transcript_90.p3
Peptidase_A2B,PF12384.4,177,Transcript_90,-,236,4.1e-95,316.2,2.3,2,2,0.00048,3.9,6.8,0.0,160,176,468,516,450,519,0.87,Ty3 transposon peptidase,Transcript_90.p3
Asp_protease_2,PF13650.2,90,Transcript_90,-,236,5.5e-06,26.8,0.0,1,1,1.3e-09,1.1e-05,25.9,0.0,2,89,24,282,21,285,0.83,Aspartyl protease,Transcript_90.p3
Pribosyltran,PF00156.23,159,Transcript_91,-,227,2.6e-16,59.4,0.2,1,1,2.3e-20,3.8e-16,58.9,0.2,10,136,147,522,123,570,0.89,Phosphoribosyl transferase domain,Transcript_91.p1
Mss4,PF04421.9,96,Transcript_93,-,152,1.3e-23,82.9,0.1,1,1,1e-27,1.7e-23,82.5,0.1,1,95,60,411,57,414,0.91,Mss4 protein,Transcript_93.p1
AhpC-TSA,PF00578.17,124,Transcript_94,-,197,2.6e-35,120.9,0.0,1,2,1.9e-38,1e-34,119.0,0.0,0,123,12,411,12,414,0.97,AhpC/TSA family,Transcript_94.p2
AhpC-TSA,PF00578.17,124,Transcript_94,-,197,2.6e-35,120.9,0.0,2,2,0.17,940.0,-0.4,0.0,33,59,507,585,498,588,0.87,AhpC/TSA family,Transcript_94.p2
Redoxin,PF08534.6,148,Transcript_94,-,197,3e-18,65.8,0.0,1,2,1.1e-21,6.2e-18,64.7,0.0,1,145,12,450,9,462,0.87,Redoxin,Transcript_94.p2
Redoxin,PF08534.6,148,Transcript_94,-,197,3e-18,65.8,0.0,2,2,0.69,3700.0,-2.7,0.1,34,43,501,528,495,579,0.76,Redoxin,Transcript_94.p2
1-cysPrx_C,PF10417.5,40,Transcript_94,-,197,1.3e-11,44.0,0.4,1,1,5.2e-15,2.8e-11,42.9,0.4,0,39,471,576,471,579,0.96,C-terminal domain of 1-Cys peroxiredoxin,Transcript_94.p2
Iso_dh,PF00180.16,348,Transcript_95,-,394,1.1e-74,251.6,0.1,1,1,7.8e-79,1.3e-74,251.3,0.1,0,348,186,1158,186,1170,0.91,Isocitrate/isopropylmalate dehydrogenase,Transcript_95.p1
PIG-H,PF10181.5,72,Transcript_95,-,227,3.6e-18,65.1,1.2,1,2,0.042,680.0,0.1,0.1,27,56,111,198,72,213,0.78,"GPI-GlcNAc transferase complex, PIG-H component",Transcript_95.p2
PIG-H,PF10181.5,72,Transcript_95,-,227,3.6e-18,65.1,1.2,2,2,2.2e-22,3.6e-18,65.1,1.2,0,72,357,582,357,582,0.94,"GPI-GlcNAc transferase complex, PIG-H component",Transcript_95.p2
HIT,PF01230.19,98,Transcript_96,-,159,7.5e-27,93.8,0.2,1,1,1.2e-30,9.8e-27,93.4,0.2,1,97,96,372,93,375,0.97,HIT domain,Transcript_96.p1
DcpS_C,PF11969.4,114,Transcript_96,-,159,7.6e-10,39.1,0.6,1,1,1.6e-13,1.3e-09,38.4,0.6,1,108,72,384,69,393,0.84,Scavenger mRNA decapping enzyme C-term binding,Transcript_96.p1
Sortilin-Vps10,PF15902.1,439,Transcript_98,-,107,6.8e-20,71.1,0.0,1,1,4.6e-24,7.4e-20,71.0,0.0,6,111,0,318,0,321,0.95,"Sortilin, neurotensin receptor 3,",Transcript_98.p1
MCM,PF00493.19,331,Transcript_99,-,102,1.1e-46,159.4,0.4,1,1,7.3e-51,1.2e-46,159.2,0.4,25,127,0,306,0,306,0.99,MCM2/3/5 family,Transcript_99.p1
MCM,PF00493.19,331,Transcript_100,-,518,1.4e-134,448.2,0.0,1,1,3.5e-138,1.9e-134,447.8,0.0,2,329,210,1185,204,1191,0.96,MCM2/3/5 family,Transcript_100.p1
Mg_chelatase,PF01078.17,207,Transcript_100,-,518,2.2e-08,33.6,0.0,1,2,0.0017,9.2,5.4,0.0,19,48,366,453,336,471,0.89,"Magnesium chelatase, subunit ChlI",Transcript_100.p1
Mg_chelatase,PF01078.17,207,Transcript_100,-,518,2.2e-08,33.6,0.0,2,2,1.1e-09,6.1e-06,25.6,0.0,96,158,537,723,498,747,0.94,"Magnesium chelatase, subunit ChlI",Transcript_100.p1
AAA_5,PF07728.10,139,Transcript_100,-,518,1.4e-06,28.2,0.0,1,1,9.7e-10,5.3e-06,26.3,0.0,0,126,378,744,378,798,0.79,AAA domain (dynein-related subfamily),Transcript_100.p1
ERG4_ERG24,PF01222.13,432,Transcript_103,-,474,6.4e-197,654.4,31.9,1,1,4.5e-201,7.2e-197,654.2,31.9,0,432,99,1419,99,1419,0.99,Ergosterol biosynthesis ERG4/ERG24 family,Transcript_103.p1
Proteasome,PF00227.22,190,Transcript_103,-,264,3.4e-47,160.3,0.0,1,1,6.6e-51,5.3e-47,159.6,0.0,6,189,156,714,141,717,0.96,Proteasome subunit,Transcript_103.p2
Proteasome_A_N,PF10584.5,23,Transcript_103,-,264,7.9e-16,57.3,0.1,1,1,1.7e-19,1.4e-15,56.5,0.1,0,23,66,135,66,135,0.99,Proteasome subunit A N-terminal signature,Transcript_103.p2
Aldo_ket_red,PF00248.17,292,Transcript_104,-,313,1.6e-52,178.4,0.0,1,1,3.7e-55,6e-51,173.2,0.0,1,291,66,876,63,879,0.95,Aldo/keto reductase family,Transcript_104.p1
Profilin,PF00235.15,122,Transcript_104,-,127,1.3e-41,141.5,0.0,1,1,9e-46,1.5e-41,141.4,0.0,0,122,3,363,3,363,0.99,Profilin,Transcript_104.p2
AA_permease,PF00324.17,479,Transcript_105,-,240,1.2e-39,136.1,18.1,1,1,8.4e-44,1.4e-39,135.9,18.1,0,148,279,717,279,720,0.99,Amino acid permease,Transcript_105.p1
AA_permease,PF00324.17,479,Transcript_106,-,620,1.5e-127,426.0,37.5,1,1,2.2e-131,1.7e-127,425.8,37.5,0,474,291,1668,291,1683,0.98,Amino acid permease,Transcript_106.p1
AA_permease_2,PF13520.2,425,Transcript_106,-,620,9.1e-39,133.3,35.4,1,1,1.4e-42,1.1e-38,133.0,35.4,4,408,291,1563,279,1635,0.8,Amino acid permease,Transcript_106.p1
AA_permease,PF00324.17,479,Transcript_107,-,608,1.2e-128,429.6,34.3,1,1,1.8e-132,1.5e-128,429.3,34.3,0,473,291,1677,291,1686,0.98,Amino acid permease,Transcript_107.p1
AA_permease_2,PF13520.2,425,Transcript_107,-,608,3.9e-31,108.2,31.3,1,1,6e-35,4.9e-31,107.9,31.3,4,405,291,1557,279,1608,0.78,Amino acid permease,Transcript_107.p1
Asparaginase,PF00710.16,319,Transcript_108,-,363,4.7e-68,229.4,0.0,1,1,3.3e-72,5.4e-68,229.2,0.0,1,318,102,1056,99,1059,0.9,Asparaginase,Transcript_108.p1
Pkinase,PF00069.21,262,Transcript_109,-,436,1.6e-66,224.2,0.0,1,1,3.3e-70,2.7e-66,223.5,0.0,0,261,66,903,66,906,0.88,Protein kinase domain,Transcript_109.p1
Pkinase_Tyr,PF07714.13,260,Transcript_109,-,436,1.4e-30,106.4,0.0,1,1,2.4e-34,2e-30,105.8,0.0,5,211,81,663,69,744,0.86,Protein tyrosine kinase,Transcript_109.p1
Flocculin_t3,PF13928.2,44,Transcript_109,-,134,1.5e-16,60.5,19.2,1,3,0.05,810.0,0.5,1.1,17,29,48,84,9,93,0.62,Flocculin type 3 repeat,Transcript_109.p4
Flocculin_t3,PF13928.2,44,Transcript_109,-,134,1.5e-16,60.5,19.2,2,3,9e-21,1.5e-16,60.5,19.2,0,44,93,225,93,225,0.99,Flocculin type 3 repeat,Transcript_109.p4
Flocculin_t3,PF13928.2,44,Transcript_109,-,134,1.5e-16,60.5,19.2,3,3,0.081,1300.0,-0.2,5.8,1,27,252,333,246,342,0.63,Flocculin type 3 repeat,Transcript_109.p4
Lung_7-TM_R,PF06814.9,295,Transcript_110,-,533,5.1e-93,311.3,30.1,1,1,3.8e-97,6.2e-93,311.1,30.1,0,295,450,1332,450,1332,0.98,Lung seven transmembrane receptor,Transcript_110.p1
fn3_2,PF16893.1,89,Transcript_113,-,518,4.4e-38,129.2,0.3,1,1,1.5e-41,8e-38,128.3,0.3,1,89,231,495,228,495,0.98,Fibronectin type III domain,Transcript_113.p1
CHS5_N,PF16892.1,48,Transcript_113,-,518,3.2e-24,84.5,0.1,1,1,9.7e-28,5.3e-24,83.8,0.1,1,48,15,156,12,156,0.97,Chitin biosynthesis protein CHS5 N-terminus,Transcript_113.p1
BRCT,PF00533.22,78,Transcript_113,-,518,1.7e-08,34.5,0.0,1,2,1.1,5800.0,-2.4,0.0,40,59,267,327,264,354,0.75,BRCA1 C Terminus (BRCT) domain,Transcript_113.p1
BRCT,PF00533.22,78,Transcript_113,-,518,1.7e-08,34.5,0.0,2,2,1.2e-11,6.5e-08,32.7,0.0,1,77,498,744,495,747,0.9,BRCA1 C Terminus (BRCT) domain,Transcript_113.p1
Ribosomal_L12,PF00542.15,68,Transcript_114,-,195,9.9e-25,86.6,9.2,1,2,0.084,680.0,0.6,0.1,14,40,156,234,147,246,0.8,Ribosomal protein L7/L12 C-terminal domain,Transcript_114.p1
